date,crop_type,location,temperature,humidity,rainfall,soil_moisture,ph_level,nitrogen,phosphorus,potassium,yield,price,year,month,season,quarter,temp_stress,humidity_stress,weather_stress_score,soil_health_score,market_demand,price_trend
2022-06-14,Rice,Gujarat,29.9,73.1,6.3,48.3,6.91,112.0,92.0,159.0,99.4,3096.73,2022,6,3,2,0,0,0,0.12625,high,rising
2022-06-14,Wheat,Punjab,25.7,83.7,19.4,47.6,7.26,222.0,93.0,88.0,102.4,1858.64,2022,6,3,2,0,1,1,0.21166666666666661,high,falling
2022-06-15,Soybeans,Maharashtra,18.5,86.8,3.0,60.8,6.73,217.0,102.0,148.0,107.7,6164.03,2022,6,3,2,0,1,1,0.3629166666666667,high,rising
2022-06-15,Soybeans,Haryana,21.6,63.9,30.6,64.2,7.45,342.0,96.0,174.0,142.7,5260.59,2022,6,3,2,0,0,0,0.8320833333333333,high,rising
2022-06-16,Corn,Uttar Pradesh,25.4,81.9,5.2,57.1,6.08,245.0,105.0,185.0,92.4,2238.27,2022,6,3,2,0,1,1,0.48500000000000004,high,rising
2022-06-16,Rice,Madhya Pradesh,27.8,66.7,5.0,44.0,6.97,190.0,87.0,177.0,110.1,2576.07,2022,6,3,2,0,0,0,0.3720833333333333,high,falling
2022-06-17,Corn,Punjab,24.4,75.3,4.6,44.8,6.42,334.0,119.0,193.0,136.7,2144.59,2022,6,3,2,0,0,0,0.8233333333333334,high,rising
2022-06-17,Wheat,Madhya Pradesh,26.7,66.9,3.7,53.7,6.99,275.0,106.0,130.0,93.3,2222.2,2022,6,3,2,0,0,0,0.49375,high,rising
2022-06-18,Corn,Haryana,24.3,76.8,10.6,48.2,6.56,211.0,139.0,148.0,113.4,2090.39,2022,6,3,2,0,0,0,0.44999999999999996,high,rising
2022-06-18,Cotton,Maharashtra,22.6,74.0,0.3,41.4,7.06,184.0,80.0,148.0,103.2,7397.67,2022,6,3,2,0,0,0,0.2483333333333333,high,rising
2022-06-19,Corn,Karnataka,24.7,76.1,2.1,60.1,6.93,120.0,110.0,177.0,100.2,1831.03,2022,6,3,2,0,0,0,0.26875,high,rising
2022-06-20,Wheat,Haryana,24.8,84.4,8.6,54.5,6.82,213.0,113.0,114.0,119.5,2999.63,2022,6,3,2,0,1,1,0.28750000000000003,high,rising
2022-06-20,Rice,Haryana,22.5,83.3,4.4,55.7,7.06,264.0,114.0,137.0,124.1,2836.57,2022,6,3,2,0,1,1,0.5249999999999999,high,rising
2022-06-21,Wheat,Punjab,25.8,78.9,16.8,73.2,6.73,187.0,96.0,124.0,112.7,2617.27,2022,6,3,2,0,0,0,0.18791666666666673,high,rising
2022-06-22,Rice,Rajasthan,29.5,61.2,4.6,54.0,6.78,110.0,100.0,134.0,85.5,2471.56,2022,6,3,2,0,0,0,0.04833333333333335,high,falling
2022-06-22,Cotton,Rajasthan,31.7,77.7,3.5,40.0,7.2,187.0,56.0,118.0,90.1,8769.3,2022,6,3,2,0,0,0,0.09333333333333335,high,rising
2022-06-23,Corn,Gujarat,24.9,84.1,5.5,48.0,7.39,172.0,80.0,152.0,104.6,2529.97,2022,6,3,2,0,1,1,0.2729166666666666,high,rising
2022-06-24,Rice,Madhya Pradesh,30.2,73.1,8.1,42.4,7.46,210.0,57.0,91.0,103.5,3001.69,2022,6,3,2,0,0,0,0.09666666666666669,high,rising
2022-06-24,Wheat,Rajasthan,24.5,83.0,0.1,49.0,7.32,172.0,36.0,186.0,79.2,2881.03,2022,6,3,2,0,1,1,0.23083333333333336,high,rising
2022-06-25,Rice,Karnataka,23.5,51.9,7.7,38.4,7.36,258.0,57.0,207.0,112.9,2830.23,2022,6,3,2,0,0,0,0.5908333333333333,high,rising
2022-06-25,Wheat,Rajasthan,26.0,64.6,10.6,64.9,6.43,133.0,91.0,112.0,105.1,2115.13,2022,6,3,2,0,0,0,0.0,high,falling
2022-06-25,Corn,Karnataka,21.6,74.5,12.0,56.1,6.9,103.0,87.0,158.0,92.1,2340.26,2022,6,3,2,0,0,0,0.08250000000000005,high,rising
2022-06-26,Rice,Rajasthan,22.6,64.9,16.0,60.4,6.64,145.0,104.0,158.0,81.3,3849.16,2022,6,3,2,0,0,0,0.21166666666666661,high,rising
2022-06-27,Wheat,Punjab,21.9,64.0,9.9,55.5,7.08,190.0,149.0,105.0,116.2,2872.01,2022,6,3,2,0,0,0,0.35250000000000004,high,rising
2022-06-28,Soybeans,Gujarat,21.6,72.3,6.9,61.6,7.53,228.0,53.0,177.0,94.3,6254.68,2022,6,3,2,0,0,0,0.42375000000000007,high,rising
2022-06-28,Cotton,Madhya Pradesh,26.3,68.7,16.5,56.3,6.08,152.0,116.0,132.0,123.9,6913.44,2022,6,3,2,0,0,0,0.1125,high,rising
2022-06-28,Rice,Punjab,20.7,85.8,37.5,73.3,6.32,148.0,127.0,129.0,115.9,2701.31,2022,6,3,2,0,1,1,0.1591666666666667,high,falling
2022-06-29,Corn,Rajasthan,27.2,66.6,0.6,52.7,7.47,316.0,86.0,186.0,83.4,2145.46,2022,6,3,2,0,0,0,0.7762499999999999,high,rising
2022-06-29,Cotton,Karnataka,21.9,64.6,1.9,47.6,8.17,177.0,31.0,194.0,113.0,7201.22,2022,6,3,2,0,0,0,0.35958333333333337,high,rising
2022-06-29,Soybeans,Haryana,24.0,70.0,1.6,66.8,6.99,166.0,83.0,184.0,129.6,5262.61,2022,6,3,2,0,0,0,0.32458333333333333,high,rising
2022-06-30,Rice,Maharashtra,24.3,67.4,1.2,60.6,6.0,179.0,41.0,138.0,106.3,3382.41,2022,6,3,2,0,0,0,0.0,high,rising
2022-06-30,Wheat,Punjab,18.6,78.4,10.8,52.6,6.87,240.0,116.0,123.0,128.1,2989.86,2022,6,3,2,0,0,0,0.40125,high,rising
2022-07-01,Wheat,Maharashtra,24.1,82.0,15.8,65.9,6.63,132.0,147.0,131.0,93.2,2186.3,2022,7,3,3,0,1,1,0.23124999999999998,high,rising
2022-07-02,Corn,Punjab,34.2,83.4,4.8,55.4,6.83,104.0,95.0,227.0,134.8,2024.38,2022,7,3,3,0,1,1,0.3329166666666667,high,rising
2022-07-03,Cotton,Haryana,31.9,63.2,40.0,77.8,7.19,113.0,132.0,149.0,125.0,7130.15,2022,7,3,3,0,0,0,0.26375000000000004,high,rising
2022-07-03,Soybeans,Gujarat,35.7,89.4,5.2,50.6,7.84,255.0,97.0,158.0,72.0,7342.72,2022,7,3,3,1,1,2,0.6133333333333333,high,rising
2022-07-03,Rice,Maharashtra,29.1,90.0,15.1,51.2,6.59,183.0,138.0,199.0,107.2,2907.59,2022,7,3,3,0,1,1,0.5504166666666667,high,rising
2022-07-04,Cotton,Maharashtra,28.0,83.2,14.5,66.2,6.51,157.0,134.0,156.0,91.1,7637.15,2022,7,3,3,0,1,1,0.31875,high,rising
2022-07-04,Corn,Haryana,31.3,78.7,0.9,61.0,6.59,134.0,67.0,165.0,130.2,2405.96,2022,7,3,3,0,0,0,0.07791666666666665,high,rising
2022-07-04,Corn,Karnataka,31.9,87.0,1.0,47.8,6.44,125.0,72.0,88.0,112.2,1595.73,2022,7,3,3,0,1,1,0.0,high,falling
2022-07-05,Rice,Rajasthan,33.2,85.9,18.4,65.8,7.87,107.0,102.0,110.0,72.4,3013.52,2022,7,3,3,0,1,1,0.10375,high,rising
2022-07-06,Cotton,Rajasthan,32.1,77.5,25.4,62.2,6.98,265.0,84.0,167.0,87.6,7753.41,2022,7,3,3,0,0,0,0.5175000000000001,high,rising
2022-07-06,Cotton,Maharashtra,27.8,83.1,21.6,67.4,7.65,90.0,120.0,129.0,85.6,6236.35,2022,7,3,3,0,1,1,0.15708333333333338,high,falling
2022-07-06,Cotton,Madhya Pradesh,30.3,85.2,1.2,43.7,7.78,211.0,118.0,132.0,94.4,6296.46,2022,7,3,3,0,1,1,0.47916666666666663,high,falling
2022-07-07,Cotton,Rajasthan,32.4,81.0,8.5,50.3,6.9,250.0,84.0,113.0,78.3,8040.27,2022,7,3,3,0,1,1,0.2900000000000001,high,rising
2022-07-07,Cotton,Haryana,28.6,75.0,6.0,68.0,6.77,86.0,77.0,136.0,105.3,8221.02,2022,7,3,3,0,0,0,0.0,high,rising
2022-07-07,Rice,Uttar Pradesh,28.3,82.7,1.1,46.6,6.73,160.0,75.0,176.0,105.9,1756.92,2022,7,3,3,0,1,1,0.22375000000000006,high,falling
2022-07-08,Cotton,Maharashtra,27.2,71.1,3.5,37.1,7.21,272.0,102.0,101.0,91.5,6488.39,2022,7,3,3,0,0,0,0.40375,high,rising
2022-07-08,Cotton,Uttar Pradesh,31.8,88.6,17.6,51.2,6.55,194.0,84.0,162.0,102.8,7051.41,2022,7,3,3,0,1,1,0.26958333333333334,high,rising
2022-07-08,Rice,Rajasthan,32.1,76.0,0.5,55.8,7.54,223.0,129.0,93.0,74.7,3333.55,2022,7,3,3,0,0,0,0.3858333333333333,high,rising
2022-07-09,Rice,Gujarat,32.5,76.9,2.9,60.1,6.65,126.0,134.0,168.0,99.0,3346.08,2022,7,3,3,0,0,0,0.29875000000000007,high,rising
2022-07-09,Cotton,Madhya Pradesh,33.1,88.7,9.6,56.8,6.87,152.0,107.0,178.0,92.9,7983.74,2022,7,3,3,0,1,1,0.33458333333333334,high,rising
2022-07-09,Wheat,Uttar Pradesh,29.3,90.0,3.7,51.9,6.75,152.0,132.0,90.0,91.3,2454.62,2022,7,3,3,0,1,1,0.10958333333333334,high,rising
2022-07-10,Cotton,Madhya Pradesh,34.4,90.0,8.5,60.3,7.45,240.0,47.0,197.0,97.7,7877.84,2022,7,3,3,0,1,1,0.49041666666666667,high,rising
2022-07-10,Cotton,Gujarat,35.6,82.8,4.6,51.2,6.98,207.0,88.0,146.0,74.5,8463.15,2022,7,3,3,1,1,2,0.3158333333333334,high,rising
2022-07-10,Rice,Punjab,27.1,89.0,28.4,66.8,6.64,146.0,107.0,167.0,111.0,3374.25,2022,7,3,3,0,1,1,0.25416666666666665,high,rising
2022-07-11,Rice,Uttar Pradesh,31.5,85.9,25.8,73.8,6.98,129.0,121.0,171.0,107.7,3324.82,2022,7,3,3,0,1,1,0.3141666666666667,high,rising
2022-07-12,Wheat,Gujarat,31.9,80.7,1.8,43.8,7.66,299.0,43.0,151.0,97.3,2818.93,2022,7,3,3,0,1,1,0.49750000000000005,high,rising
2022-07-12,Rice,Uttar Pradesh,29.9,77.6,9.6,53.6,7.15,121.0,88.0,116.0,97.4,2704.96,2022,7,3,3,0,0,0,0.022083333333333385,high,falling
2022-07-13,Rice,Uttar Pradesh,30.1,85.6,16.2,63.3,7.27,174.0,63.0,137.0,107.7,3595.37,2022,7,3,3,0,1,1,0.15624999999999994,high,rising
2022-07-13,Cotton,Haryana,31.5,63.8,14.0,54.4,7.14,132.0,79.0,142.0,136.6,7679.73,2022,7,3,3,0,0,0,0.10499999999999995,high,rising
2022-07-13,Soybeans,Uttar Pradesh,33.2,66.9,6.2,62.7,6.99,112.0,79.0,158.0,110.2,5849.27,2022,7,3,3,0,0,0,0.08958333333333336,high,rising
2022-07-14,Cotton,Punjab,29.8,79.3,1.2,47.4,7.07,165.0,94.0,150.0,123.3,7184.78,2022,7,3,3,0,0,0,0.2554166666666667,high,rising
2022-07-14,Cotton,Maharashtra,27.5,85.3,3.0,58.0,7.59,215.0,70.0,146.0,107.2,7537.28,2022,7,3,3,0,1,1,0.3520833333333333,high,rising
2022-07-14,Soybeans,Haryana,32.7,77.4,13.0,56.8,6.92,151.0,147.0,231.0,127.8,5740.04,2022,7,3,3,0,0,0,0.6483333333333333,high,rising
2022-07-15,Soybeans,Karnataka,29.8,81.2,1.4,57.4,7.06,164.0,108.0,125.0,115.6,5951.25,2022,7,3,3,0,1,1,0.21499999999999997,high,rising
2022-07-15,Cotton,Karnataka,27.4,76.9,1.0,48.6,7.07,110.0,58.0,236.0,97.9,8288.45,2022,7,3,3,0,0,0,0.28458333333333335,high,rising
2022-07-16,Wheat,Gujarat,33.2,90.0,0.0,35.0,6.76,195.0,137.0,208.0,114.7,2751.63,2022,7,3,3,0,1,1,0.6283333333333333,high,rising
2022-07-16,Corn,Rajasthan,29.7,90.0,18.5,67.7,6.0,222.0,105.0,75.0,84.7,2305.95,2022,7,3,3,0,1,1,0.05083333333333334,high,rising
2022-07-16,Corn,Rajasthan,27.4,90.0,7.3,40.8,7.37,289.0,92.0,147.0,85.2,2082.32,2022,7,3,3,0,1,1,0.58625,high,rising
2022-07-17,Cotton,Rajasthan,29.6,76.2,2.4,52.3,7.25,211.0,73.0,120.0,81.8,6600.06,2022,7,3,3,0,0,0,0.22291666666666668,high,rising
2022-07-18,Soybeans,Gujarat,33.5,90.0,6.3,54.7,6.8,161.0,136.0,131.0,91.7,5344.59,2022,7,3,3,0,1,1,0.28833333333333333,high,rising
2022-07-18,Wheat,Uttar Pradesh,32.1,87.5,1.7,46.1,6.84,276.0,103.0,147.0,125.5,2532.9,2022,7,3,3,0,1,1,0.5241666666666667,high,rising
2022-07-18,Wheat,Punjab,30.1,90.0,8.6,42.6,7.05,195.0,103.0,177.0,126.6,2928.03,2022,7,3,3,0,1,1,0.44791666666666663,high,rising
2022-07-19,Wheat,Maharashtra,29.5,74.8,2.7,58.1,6.56,207.0,104.0,185.0,106.0,2057.5,2022,7,3,3,0,0,0,0.4466666666666666,high,falling
2022-07-20,Rice,Uttar Pradesh,26.0,89.2,9.4,60.9,6.67,261.0,53.0,194.0,103.5,3914.77,2022,7,3,3,0,1,1,0.4554166666666667,high,rising
2022-07-20,Cotton,Maharashtra,27.7,86.6,19.3,73.8,7.29,267.0,92.0,190.0,96.7,7121.45,2022,7,3,3,0,1,1,0.6645833333333333,high,rising
2022-07-20,Rice,Punjab,26.3,76.4,4.1,54.9,6.87,286.0,131.0,165.0,130.9,2844.7,2022,7,3,3,0,0,0,0.70625,high,rising
2022-07-21,Corn,Haryana,24.1,76.8,19.0,53.7,7.77,132.0,82.0,116.0,135.8,2186.69,2022,7,3,3,0,0,0,0.10708333333333328,high,rising
2022-07-21,Cotton,Uttar Pradesh,29.5,82.9,6.5,56.4,6.54,251.0,105.0,149.0,115.4,7057.72,2022,7,3,3,0,1,1,0.43750000000000006,high,rising
2022-07-22,Cotton,Karnataka,20.1,84.7,3.6,53.7,6.6,194.0,113.0,173.0,84.2,8717.33,2022,7,3,3,0,1,1,0.4091666666666667,high,rising
2022-07-23,Soybeans,Punjab,33.8,89.9,14.4,59.5,7.32,196.0,44.0,113.0,117.4,5894.45,2022,7,3,3,0,1,1,0.07416666666666669,high,rising
2022-07-24,Wheat,Gujarat,35.8,84.3,0.4,48.3,7.73,155.0,37.0,210.0,79.9,2713.79,2022,7,3,3,1,1,2,0.32291666666666674,high,rising
2022-07-25,Soybeans,Gujarat,35.4,90.0,8.8,41.3,6.97,185.0,64.0,118.0,69.4,5575.15,2022,7,3,3,1,1,2,0.08624999999999997,high,rising
2022-07-25,Rice,Maharashtra,29.0,83.1,8.3,49.2,8.2,145.0,89.0,224.0,96.4,3789.85,2022,7,3,3,0,1,1,0.5766666666666665,high,rising
2022-07-25,Wheat,Maharashtra,30.0,56.8,4.2,46.0,6.22,209.0,105.0,111.0,117.6,2327.13,2022,7,3,3,0,0,0,0.1658333333333333,high,rising
2022-07-26,Cotton,Maharashtra,34.9,75.4,4.7,54.2,6.62,159.0,95.0,147.0,106.4,7489.83,2022,7,3,3,0,0,0,0.17750000000000002,high,rising
2022-07-27,Soybeans,Karnataka,26.0,90.0,4.8,38.4,6.32,285.0,75.0,182.0,106.7,5536.29,2022,7,3,3,0,1,1,0.5050000000000001,high,rising
2022-07-27,Rice,Madhya Pradesh,24.2,73.1,6.5,53.0,6.68,231.0,104.0,106.0,91.8,3532.57,2022,7,3,3,0,0,0,0.2583333333333333,high,rising
2022-07-27,Rice,Punjab,29.9,73.3,4.4,49.7,7.22,100.0,95.0,221.0,103.2,2891.04,2022,7,3,3,0,0,0,0.3516666666666666,high,rising
2022-07-28,Cotton,Karnataka,28.6,86.3,0.7,47.8,6.63,174.0,121.0,181.0,97.4,6199.25,2022,7,3,3,0,1,1,0.41625,high,falling
2022-07-28,Wheat,Karnataka,25.7,85.6,35.7,78.2,6.71,286.0,132.0,152.0,105.7,2556.23,2022,7,3,3,0,1,1,0.64625,high,rising
2022-07-29,Rice,Gujarat,33.7,89.8,4.4,43.2,7.08,165.0,72.0,180.0,104.1,3276.76,2022,7,3,3,0,1,1,0.2833333333333333,high,rising
2022-07-29,Rice,Madhya Pradesh,23.2,86.5,6.2,59.9,7.74,169.0,141.0,162.0,89.7,3814.94,2022,7,3,3,0,1,1,0.5458333333333333,high,rising
2022-07-30,Wheat,Maharashtra,26.5,79.5,1.4,40.8,6.51,245.0,110.0,130.0,95.9,2139.86,2022,7,3,3,0,0,0,0.37208333333333327,high,rising
2022-07-30,Cotton,Haryana,24.9,90.0,11.4,54.1,6.53,205.0,84.0,179.0,114.1,6573.24,2022,7,3,3,0,1,1,0.35125000000000006,high,rising
2022-07-30,Rice,Karnataka,26.2,81.5,2.1,51.5,6.17,165.0,94.0,209.0,104.0,3308.58,2022,7,3,3,0,1,1,0.33958333333333335,high,rising
2022-07-31,Soybeans,Gujarat,33.2,90.0,5.9,60.7,6.41,141.0,87.0,155.0,106.3,6726.97,2022,7,3,3,0,1,1,0.10625000000000002,high,rising
2022-08-01,Rice,Haryana,28.9,90.0,1.6,32.1,7.11,174.0,99.0,117.0,101.5,2327.44,2022,8,3,3,0,1,1,0.18958333333333338,medium,falling
2022-08-02,Wheat,Rajasthan,35.7,90.0,13.5,52.6,7.97,200.0,115.0,185.0,55.9,2294.83,2022,8,3,3,1,1,2,0.6420833333333333,medium,rising
2022-08-02,Rice,Karnataka,29.9,90.0,20.6,63.7,6.59,189.0,131.0,173.0,98.7,3034.42,2022,8,3,3,0,1,1,0.4554166666666667,medium,rising
2022-08-02,Soybeans,Punjab,31.7,81.5,3.4,36.4,6.77,93.0,40.0,232.0,132.0,4651.33,2022,8,3,3,0,1,1,0.13124999999999998,medium,rising
2022-08-03,Cotton,Punjab,32.7,90.0,3.9,49.6,7.1,224.0,94.0,82.0,97.9,5834.3,2022,8,3,3,0,1,1,0.17999999999999997,medium,falling
2022-08-03,Soybeans,Madhya Pradesh,33.0,90.0,3.1,46.0,6.66,175.0,73.0,149.0,114.8,4397.3,2022,8,3,3,0,1,1,0.15583333333333335,medium,rising
2022-08-03,Wheat,Uttar Pradesh,32.8,90.0,3.3,51.8,6.92,267.0,73.0,131.0,94.8,2623.83,2022,8,3,3,0,1,1,0.35833333333333334,medium,rising
2022-08-04,Wheat,Maharashtra,29.5,89.8,8.4,55.7,6.92,225.0,106.0,170.0,96.8,2078.94,2022,8,3,3,0,1,1,0.4933333333333333,medium,falling
2022-08-04,Rice,Rajasthan,38.9,90.0,0.9,51.1,6.04,151.0,80.0,165.0,71.7,3508.75,2022,8,3,3,1,1,2,0.095,medium,rising
2022-08-04,Corn,Gujarat,34.5,82.3,1.3,52.9,7.2,207.0,96.0,100.0,106.9,1658.83,2022,8,3,3,0,1,1,0.21666666666666673,medium,falling
2022-08-05,Rice,Uttar Pradesh,32.2,90.0,13.7,59.4,7.35,250.0,78.0,238.0,80.2,2917.38,2022,8,3,3,0,1,1,0.7429166666666667,medium,rising
2022-08-05,Corn,Punjab,32.9,90.0,11.8,46.4,6.93,242.0,109.0,103.0,113.2,1095.02,2022,8,3,3,0,1,1,0.32375,medium,falling
2022-08-06,Cotton,Rajasthan,38.0,90.0,4.7,48.0,6.82,246.0,114.0,157.0,56.6,7341.49,2022,8,3,3,1,1,2,0.5166666666666667,medium,rising
2022-08-07,Cotton,Punjab,33.9,90.0,12.3,54.4,6.13,222.0,77.0,99.0,131.7,6192.42,2022,8,3,3,0,1,1,0.053749999999999964,medium,falling
2022-08-07,Soybeans,Gujarat,35.2,85.0,12.0,49.4,6.99,197.0,120.0,97.0,89.9,5383.03,2022,8,3,3,1,1,2,0.23541666666666666,medium,rising
2022-08-08,Corn,Karnataka,28.6,90.0,7.0,67.7,7.24,152.0,90.0,68.0,91.5,2006.91,2022,8,3,3,0,1,1,0.0,medium,rising
2022-08-09,Corn,Haryana,27.8,90.0,2.1,36.0,6.0,133.0,109.0,84.0,110.1,1794.36,2022,8,3,3,0,1,1,0.0,medium,rising
2022-08-09,Rice,Uttar Pradesh,37.3,90.0,28.2,68.4,7.09,199.0,81.0,172.0,81.1,2991.44,2022,8,3,3,1,1,2,0.3729166666666667,medium,rising
2022-08-09,Soybeans,Karnataka,33.2,90.0,5.0,57.0,6.87,172.0,125.0,141.0,101.7,3596.24,2022,8,3,3,0,1,1,0.32125000000000004,medium,falling
2022-08-10,Soybeans,Punjab,34.4,89.7,1.6,51.0,7.83,199.0,83.0,183.0,126.5,4808.36,2022,8,3,3,0,1,1,0.50875,medium,rising
2022-08-10,Wheat,Punjab,38.1,90.0,2.2,56.6,7.26,292.0,47.0,228.0,98.3,2073.58,2022,8,3,3,1,1,2,0.7,medium,falling
2022-08-11,Cotton,Haryana,33.8,81.6,9.0,59.6,6.55,127.0,137.0,121.0,118.5,6549.21,2022,8,3,3,0,1,1,0.1420833333333333,medium,rising
2022-08-12,Corn,Punjab,42.4,90.0,6.9,45.5,6.8,186.0,116.0,158.0,108.6,1688.77,2022,8,3,3,1,1,2,0.37416666666666665,medium,falling
2022-08-13,Rice,Madhya Pradesh,38.9,90.0,10.7,38.9,6.74,115.0,98.0,189.0,95.1,4299.31,2022,8,3,3,1,1,2,0.23250000000000004,medium,rising
2022-08-13,Cotton,Uttar Pradesh,31.2,87.8,3.1,51.9,8.22,151.0,137.0,150.0,94.0,6505.55,2022,8,3,3,0,1,1,0.5075000000000001,medium,rising
2022-08-14,Corn,Punjab,35.5,77.4,15.1,71.1,6.3,95.0,71.0,160.0,91.2,1999.93,2022,8,3,3,1,0,1,0.0,medium,rising
2022-08-15,Wheat,Punjab,24.9,90.0,18.0,51.2,7.77,165.0,77.0,78.0,120.5,2276.55,2022,8,3,3,0,1,1,0.04624999999999993,medium,rising
2022-08-15,Cotton,Rajasthan,31.4,90.0,0.8,48.6,6.65,230.0,108.0,144.0,79.4,5734.19,2022,8,3,3,0,1,1,0.3920833333333334,medium,falling
2022-08-15,Cotton,Punjab,34.2,89.4,2.7,57.4,6.9,156.0,104.0,124.0,126.7,6904.7,2022,8,3,3,0,1,1,0.15833333333333338,medium,rising
2022-08-16,Rice,Uttar Pradesh,42.5,88.3,5.2,60.1,6.16,174.0,101.0,99.0,86.8,3405.17,2022,8,3,3,1,1,2,0.017500000000000016,medium,rising
2022-08-16,Wheat,Karnataka,38.2,86.5,10.9,55.2,6.91,205.0,100.0,112.0,73.6,1730.02,2022,8,3,3,1,1,2,0.22875,medium,falling
2022-08-17,Wheat,Gujarat,36.3,85.0,0.3,53.0,6.41,187.0,42.0,232.0,73.6,2675.18,2022,8,3,3,1,1,2,0.3279166666666667,medium,rising
2022-08-17,Rice,Uttar Pradesh,32.6,83.6,1.2,56.2,6.44,258.0,89.0,237.0,117.1,2828.84,2022,8,3,3,0,1,1,0.6825000000000001,medium,rising
2022-08-17,Rice,Gujarat,40.3,79.1,17.8,55.4,6.48,175.0,145.0,150.0,70.1,3944.54,2022,8,3,3,1,0,1,0.3766666666666667,medium,rising
2022-08-18,Soybeans,Maharashtra,35.3,90.0,8.3,40.6,7.65,225.0,83.0,103.0,99.0,4972.49,2022,8,3,3,1,1,2,0.2845833333333334,medium,rising
2022-08-19,Soybeans,Karnataka,33.2,88.4,2.4,70.4,7.14,210.0,102.0,221.0,91.8,5547.14,2022,8,3,3,0,1,1,0.6399999999999999,medium,rising
2022-08-19,Corn,Maharashtra,29.1,81.0,21.5,64.1,7.07,253.0,107.0,97.0,112.9,2315.15,2022,8,3,3,0,1,1,0.3420833333333334,medium,rising
2022-08-19,Cotton,Haryana,33.8,90.0,1.7,56.9,6.0,186.0,139.0,131.0,128.3,4970.49,2022,8,3,3,0,1,1,0.26083333333333336,medium,falling
2022-08-20,Soybeans,Haryana,34.7,90.0,7.8,54.5,7.62,208.0,134.0,203.0,136.8,3869.14,2022,8,3,3,0,1,1,0.7416666666666667,medium,falling
2022-08-20,Cotton,Haryana,33.8,85.1,6.8,55.6,7.67,222.0,99.0,125.0,117.1,6445.46,2022,8,3,3,0,1,1,0.40625,medium,rising
2022-08-21,Rice,Karnataka,29.2,90.0,2.6,57.6,6.45,213.0,112.0,169.0,106.3,3035.31,2022,8,3,3,0,1,1,0.42125,medium,rising
2022-08-21,Wheat,Madhya Pradesh,31.8,89.8,9.2,51.2,6.96,160.0,129.0,131.0,110.5,1853.42,2022,8,3,3,0,1,1,0.2825,medium,falling
2022-08-22,Cotton,Madhya Pradesh,32.7,90.0,2.7,55.7,6.08,248.0,57.0,134.0,94.4,6101.94,2022,8,3,3,0,1,1,0.1625,medium,falling
2022-08-22,Corn,Karnataka,31.5,90.0,7.6,55.4,7.52,175.0,149.0,119.0,114.3,1534.69,2022,8,3,3,0,1,1,0.41666666666666663,medium,falling
2022-08-23,Rice,Haryana,30.9,90.0,1.9,49.3,6.64,219.0,111.0,150.0,112.1,2751.31,2022,8,3,3,0,1,1,0.39333333333333326,medium,rising
2022-08-23,Corn,Rajasthan,36.7,79.7,1.2,56.1,7.35,216.0,86.0,128.0,81.6,2176.93,2022,8,3,3,1,0,1,0.3179166666666667,medium,rising
2022-08-23,Corn,Uttar Pradesh,29.5,90.0,8.9,63.3,7.4,215.0,123.0,197.0,101.7,1792.64,2022,8,3,3,0,1,1,0.675,medium,rising
2022-08-24,Rice,Haryana,34.4,86.5,4.8,48.2,7.38,223.0,67.0,134.0,113.2,2727.46,2022,8,3,3,0,1,1,0.2958333333333333,medium,rising
2022-08-24,Wheat,Rajasthan,39.9,90.0,4.0,48.7,8.05,175.0,103.0,243.0,71.7,1931.8,2022,8,3,3,1,1,2,0.7429166666666667,medium,falling
2022-08-24,Wheat,Uttar Pradesh,33.6,90.0,0.3,48.8,6.0,213.0,70.0,168.0,82.7,2103.89,2022,8,3,3,0,1,1,0.22166666666666668,medium,falling
2022-08-25,Wheat,Maharashtra,26.9,90.0,3.2,58.2,7.11,237.0,67.0,111.0,117.3,2219.21,2022,8,3,3,0,1,1,0.22041666666666673,medium,rising
2022-08-25,Corn,Uttar Pradesh,35.3,83.6,5.4,71.5,6.41,236.0,129.0,104.0,80.2,1883.59,2022,8,3,3,1,1,2,0.31375000000000003,medium,rising
2022-08-26,Soybeans,Punjab,34.1,90.0,5.9,55.8,6.3,238.0,105.0,115.0,116.2,4954.77,2022,8,3,3,0,1,1,0.26166666666666666,medium,rising
2022-08-26,Rice,Gujarat,37.7,90.0,1.3,55.2,6.23,243.0,135.0,131.0,64.4,2982.06,2022,8,3,3,1,1,2,0.41875000000000007,medium,rising
2022-08-27,Rice,Rajasthan,36.5,90.0,12.9,62.2,6.83,125.0,77.0,119.0,63.0,2544.43,2022,8,3,3,1,1,2,0.0,medium,falling
2022-08-27,Corn,Maharashtra,29.4,90.0,19.8,50.3,7.25,257.0,114.0,159.0,112.1,1915.21,2022,8,3,3,0,1,1,0.6045833333333334,medium,rising
2022-08-27,Soybeans,Madhya Pradesh,36.7,85.9,4.2,55.4,6.71,188.0,121.0,218.0,76.4,5548.88,2022,8,3,3,1,1,2,0.5845833333333332,medium,rising
2022-08-28,Wheat,Maharashtra,33.1,90.0,5.0,41.7,7.23,228.0,78.0,120.0,108.9,2513.96,2022,8,3,3,0,1,1,0.2795833333333334,medium,rising
2022-08-28,Rice,Maharashtra,34.6,90.0,19.2,61.5,7.16,230.0,117.0,187.0,85.0,1842.6,2022,8,3,3,0,1,1,0.6291666666666667,medium,falling
